Student Roll No,Course Number,Reason for Not allotting Preference
CE16B054,HS1110$outside,Course capacity is full.
CE16B054,HS3090$outside,Course capacity is full.
CE16B054,HS3280A$outside,Slot Clash with already allotted elective course HS3280
CE16B062,HS1110$inside,Course capacity is full.
CE16B062,HS1110$outside,Course capacity is full.
CE16B062,HS4571$inside,Course capacity is full.
CE16B062,HS4571$outside,Course capacity is full.
CE16B062,HS3090$outside,Course capacity is full.
CE16B062,HS5920$inside,Course capacity is full.
CE16B062,HS5920$outside,Course capacity is full.
CE16B107,MA2040$outside,Course capacity is full.
CE16B107,MA2031$outside,Slot Clash with already allotted elective course MA2030
CE16B107,HS1110$inside,Course capacity is full.
CE16B107,HS1110$outside,Course capacity is full.
CE16B107,HS5920$inside,Course capacity is full.
CE16B107,HS5920$outside,Course capacity is full.
CE16B107,HS2370$outside,Slot Clash with already allotted elective course HS2370A
CE16B107,HS4002$outside,Slot Clash with already allotted elective course HS2370A
CE16B107,HS4450$outside,Slot Clash with already allotted elective course HS2370A
CE16B107,HS4030$outside,Slot Clash with already allotted elective course HS2370A
CE16B107,HS4210$outside,Slot Clash with already allotted elective course HS2370A
CE16B111,HS1110$inside,Course capacity is full.
CE16B111,HS1110$outside,Course capacity is full.
CE16B111,HS4571$inside,Course capacity is full.
CE16B111,HS4571$outside,Course capacity is full.
CE16B111,HS4450$outside,Slot Clash with already allotted elective course HS4002
CE16B111,HS5920$inside,Slot Clash with already allotted elective course HS4002
CE16B111,HS5920$outside,Slot Clash with already allotted elective course HS4002
CE16B111,HS3090$outside,Slot Clash with already allotted elective course HS4002
CE16B111,HS4210$outside,Slot Clash with already allotted elective course HS4002
CE16B111,HS4030$outside,Slot Clash with already allotted elective course HS4002
CE16B114,HS5920$inside,Slot Clash with already allotted elective course HS4210
CE16B114,HS5920$outside,Slot Clash with already allotted elective course HS4210
CE16B115,HS2370A$outside,Slot Clash with already allotted elective course HS2370
CE16B115,HS4002$outside,Slot Clash with already allotted elective course HS2370
CE16B115,HS4210$outside,Slot Clash with already allotted elective course HS2370
CE16B115,HS4030$outside,Slot Clash with already allotted elective course HS2370
CE16B118,MA2040$outside,Course capacity is full.
CE16B118,MA2031$outside,Course capacity is full.
CE16B118,MA2030$outside,Course capacity is full.
CE16B120,MA2030$outside,Slot Clash with already allotted elective course MA2040
CE16B124,MA2031$outside,Slot Clash with already allotted elective course MA2020
CE16B125,HS2370A$outside,Slot Clash with already allotted elective course HS2370
CE16B125,HS4002$outside,Slot Clash with already allotted elective course HS2370
CE16B125,HS4210$outside,Slot Clash with already allotted elective course HS2370
CE16B125,HS4030$outside,Slot Clash with already allotted elective course HS2370
CE16B126,HS2370A$outside,Slot Clash with already allotted elective course HS2370
CE16B126,HS4002$outside,Slot Clash with already allotted elective course HS2370
CE16B126,HS4210$outside,Slot Clash with already allotted elective course HS2370
CE16B126,HS4030$outside,Slot Clash with already allotted elective course HS2370
CE16B127,MA2020$outside,Course capacity is full.
CE16B128,HS2370$outside,Slot Clash with already allotted elective course HS2370A
CE16B128,HS4002$outside,Slot Clash with already allotted elective course HS2370A
CE16B128,HS4210$outside,Slot Clash with already allotted elective course HS2370A
CE16B128,HS4030$outside,Slot Clash with already allotted elective course HS2370A
CE16B129,HS2370A$outside,Slot Clash with already allotted elective course HS2370
CE16B129,HS4002$outside,Slot Clash with already allotted elective course HS2370
CE16B129,HS4210$outside,Slot Clash with already allotted elective course HS2370
CE16B129,HS4030$outside,Slot Clash with already allotted elective course HS2370
CE16B133,HS2370A$outside,Slot Clash with already allotted elective course HS2370
CE16B133,HS4030$outside,Slot Clash with already allotted elective course HS2370
CE16B133,HS4210$outside,Slot Clash with already allotted elective course HS2370
CH15B001,MA2031$outside,Course capacity is full.
CH15B001,MA2040$outside,Course capacity is full.
CH15B001,CH5023$outside,Already allotted to inside department version of the course
CH15B001,HS5920$outside,Slot Clash with already allotted elective course CH5023
CH15B001,HS2370$outside,Slot Clash with already allotted elective course CH5023
CH15B007,HS3090$outside,Course capacity is full.
CH15B007,HS5920$outside,Course capacity is full.
CH15B007,HS4210$outside,Slot Clash with already allotted elective course HS4450
CH15B007,HS2370A$outside,Slot Clash with already allotted elective course HS4450
CH15B007,HS4002$outside,Slot Clash with already allotted elective course HS4450
CH15B008,HS3090$outside,Course capacity is full.
CH15B008,HS4210$outside,Slot Clash with already allotted elective course HS4450
CH15B008,HS2370A$outside,Slot Clash with already allotted elective course HS4450
CH15B008,HS4002$outside,Slot Clash with already allotted elective course HS4450
CH15B008,HS4571$outside,Slot Clash with already allotted elective course HS4450
CH15B008,HS5920$outside,Slot Clash with already allotted elective course HS4450
CH15B008,HS3280$outside,Slot Clash with already allotted elective course HS4450
CH15B008,HS3280A$outside,Slot Clash with already allotted elective course HS4450
CH15B012,CH5015$inside,For this student max credits in semester is 63 and Core courses registered are CH3521(6 credits)+CH3021(5 credits)+CH3052(10 credits)+CH3050(10 credits)+MA2040(9 credits)+CH4170(9 credits)+CH5200(9 credits)+ and CH5015 takes 9 credits which is greater than the 5 remaining elective credits.
CH15B012,CH5015$outside,For this student max credits in semester is 63 and Core courses registered are CH3521(6 credits)+CH3021(5 credits)+CH3052(10 credits)+CH3050(10 credits)+MA2040(9 credits)+CH4170(9 credits)+CH5200(9 credits)+ and CH5015 takes 9 credits which is greater than the 5 remaining elective credits.
CH15B013,CH5015$inside,For this student max credits in semester is 63 and Core courses registered are CH3521(6 credits)+CH3021(5 credits)+CH3052(10 credits)+CH3050(10 credits)+MA2040(9 credits)+CH4170(9 credits)+CH5200(9 credits)+ and CH5015 takes 9 credits which is greater than the 5 remaining elective credits.
CH15B013,CH5015$outside,For this student max credits in semester is 63 and Core courses registered are CH3521(6 credits)+CH3021(5 credits)+CH3052(10 credits)+CH3050(10 credits)+MA2040(9 credits)+CH4170(9 credits)+CH5200(9 credits)+ and CH5015 takes 9 credits which is greater than the 5 remaining elective credits.
CH15B014,CH5200$inside,Course capacity is full.
CH15B014,CH5023$inside,Slot Clash with already allotted elective course CH5200
CH15B014,CH5023$outside,Slot Clash with already allotted elective course CH5200
CH15B014,MS3590$outside,Slot Clash with already allotted elective course CH5200
CH15B016,CH4170$outside,Already allotted to inside department version of the course
CH15B016,CH5023$inside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5023$outside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5021$inside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5021$outside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5015$inside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5015$outside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5400$inside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5400$outside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5440$inside,Slot Clash with already allotted elective course CH4170
CH15B016,CH5440$outside,Slot Clash with already allotted elective course CH4170
CH15B019,CH5200$inside,Course capacity is full.
CH15B019,CH5200$outside,Course capacity is full.
CH15B019,MA2031$outside,Course capacity is full.
CH15B024,CH5013$inside,Slot Clash with already allotted elective course BT2082
CH15B024,CH5013$outside,Slot Clash with already allotted elective course BT2082
CH15B028,CH5015$inside,Course capacity is full.
CH15B028,HS4030$outside,Slot Clash with already allotted elective course CH5015
CH15B028,MS3540$outside,Slot Clash with already allotted elective course CH5015
CH15B029,CH5019$outside,Already allotted to inside department version of the course
CH15B029,ID5030$outside,Slot Clash with already allotted elective course CH5019
CH15B029,MS3590$outside,Slot Clash with already allotted elective course CH5019
CH15B029,MS3510$outside,Slot Clash with already allotted elective course CH5019
CH15B029,MS3510+$outside,Slot Clash with already allotted elective course CH5019
CH15B029,CS6852$outside,Slot Clash with already allotted elective course CH5019
CH15B029,CH4170$inside,Slot Clash with already allotted elective course CH5019
CH15B029,CH4170$outside,Slot Clash with already allotted elective course CH5019
CH15B029,CH5200$inside,Slot Clash with already allotted elective course CH5019
CH15B029,CH5200$outside,Slot Clash with already allotted elective course CH5019
CH15B033,CH5019$outside,Already allotted to inside department version of the course
CH15B033,ID5030$outside,Slot Clash with already allotted elective course CH5019
CH15B033,MS3590$outside,Slot Clash with already allotted elective course CH5019
CH15B033,MS3510$outside,Slot Clash with already allotted elective course CH5019
CH15B033,MS3510+$outside,Slot Clash with already allotted elective course CH5019
CH15B033,CS6852$outside,Slot Clash with already allotted elective course CH5019
CH15B033,CH4170$inside,Slot Clash with already allotted elective course CH5019
CH15B033,CH4170$outside,Slot Clash with already allotted elective course CH5019
CH15B033,CH5200$inside,Slot Clash with already allotted elective course CH5019
CH15B033,CH5200$outside,Slot Clash with already allotted elective course CH5019
CH15B034,BT3022$outside,For this student max credits in semester is 63 and Core courses registered are CH3521(6 credits)+CH3021(5 credits)+CH3052(10 credits)+CH3050(10 credits)+CH5015(9 credits)+CH5200(9 credits)+ and the following electives which have a higher preference got allotted : BT5330(9 credits)+ and BT3022 takes 10 credits which is greater than the remaining 5 elective credits.
CH15B034,CH4170$inside,Slot Clash with already allotted elective course BT5330
CH15B034,CH4170$outside,Slot Clash with already allotted elective course BT5330
CH15B035,CH5015$inside,Course capacity is full.
CH15B036,GN6106$outside,Slot Clash with core course CH3521
CH15B038,CH5019$outside,Already allotted to inside department version of the course
CH15B043,CH5015$inside,Course capacity is full.
CH15B043,CH5200$inside,Slot Clash with already allotted elective course CH5015
CH15B043,CH5200$outside,Slot Clash with already allotted elective course CH5015
